uniprot_id	dataset	genomic_accession	species	strain	genomic_context	intergenic_distance	receptor_id	grp_identical_proteins	rep_sequence	receptor_family	r_start	r_end	r_strand	TPR_hmm_name	TPR_hmm_accession	TPR_hmm_coverage	TPR_hmm_evalue	HTH_hmm_name	HTH_hmm_accession	HTH_hmm_coverage	HTH_hmm_evalue	homologous_ref_receptor	blastp_evalue	perc_identity	perc_cover	propeptide_id	p_start	p_end	p_strand	p_RBS_bin	p_RBS_motif	p_RBS_spacer	Prediction	propeptide_score	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS_Position	qss_id	genetic_element	Phaster_prophage_prediction	prophage_region	taxid	lineage	class	order	family	genus
A0A1C9C349	Firmicutes	CP015252.1	Bacillus thuringiensis	Bt18247	(<= <====)	1	AOM14438.1	Cluster 10432	True	subfam_01_Rap	69057	70151	-	3q15B00-i1	-	97.1	2.6E-85					RapA_[B._subtilis]	7.65E-19	25.974	61	AOM14437.1	68918	69055	-				SP(Sec/SPI)	0.702762	0.702762	0.001671	0.251508	0.044059	CS pos: 26-27. PST-EN. Pr: 0.0880	2075	plasmid			1423143	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis Bt18247	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A826H478	Firmicutes	CM000747.1	Bacillus thuringiensis	Bt407	(<= <====)	-1	EEM25250.1	Cluster 9294	True	subfam_01_Rap	5674902	5676014	-	3q15B00-i1	-	97.6	3.5E-82					RapA_[B._subtilis]	2.01E-16	23.77	94.3	EEM25249.1	5674753	5674902	-				SP(Sec/SPI)	0.826404	0.826404	0.003977	0.162113	0.007506	CS pos: 32-33. ASS-VT. Pr: 0.2337	613	chromosome			527021	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis Bt407	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A826GVE8	Firmicutes	CM000747.1	Bacillus thuringiensis	Bt407	(<= <====)	-4	EEM25695.1	Cluster 8341	True	subfam_01_Rap	5319157	5320284	-	3q15B00-i1	-	97.6	2.2E-91									smallORF6371	5319026	5319160	-	27	AGGAGG	7	SP(Sec/SPI)	0.728845	0.728845	0.002564	0.180788	0.087803	CS pos: 29-30. VQK-FI. Pr: 0.0914	8342	chromosome			527021	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis Bt407	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A826GSW8	Firmicutes	CM000747.1	Bacillus thuringiensis	Bt407	(====> =>)	-4	EEM24825.1	Cluster 7853	True	subfam_01_Rap	6014550	6015683	+	3q15B00-i1	-	96.6	4.1E-89					RapA_[B._subtilis]	6.04E-27	26.542	95	smallORF6374	6015680	6015820	+	19	AGGGGG	7	SP(Sec/SPI)	0.599686	0.599686	0.001944	0.296289	0.10208	CS pos: 28-29. KEN-KD. Pr: 0.0699	8345	chromosome			527021	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis Bt407	Bacilli	Bacillales	Bacillaceae	Bacillus
J4A2B0	Firmicutes	CP003754.1	Bacillus thuringiensis	HD-771	(<= <====)	-4	AFQ19735.1	Cluster 10372	True	subfam_01_Rap	55822	56916	-	3q15B00-i1	-	97.1	1.8E-96					RapA_[B._subtilis]	1.43E-35	28.977	91	AFQ19734.1	55685	55825	-				SP(Sec/SPI)	0.868769	0.868769	0.002822	0.048438	0.079971	CS pos: 32-33. ALS-ED. Pr: 0.3398	1038	plasmid	questionable(90)	1-163317	1218175	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis HD-771	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A806HWZ5	Firmicutes	CP003765.1	Bacillus thuringiensis	HD-789	(====> =>)	-1	AFQ30335.1	Cluster 10063	False	subfam_01_Rap	144773	145870	+	3q15B00-i1	-	97.1	7E-95					RapA_[B._subtilis]	2.31E-26	25.762	93.4	smallORF12200	145870	146019	+	22	AGGAG	10	SP(Sec/SPI)	0.963267	0.963267	0.002365	0.021812	0.012556	CS pos: 26-27. VHT-EN. Pr: 0.6695	8793	plasmid			1217737	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis HD-789	Bacilli	Bacillales	Bacillaceae	Bacillus
K0FRX4	Firmicutes	CP003691.1	Bacillus thuringiensis	MC28	(<= <====)	-1	AFU17207.1	Cluster 10893	True	subfam_01_Rap	135705	136793	-	3q15B00-i1	-	97.4	1.2E-91					RapA_[B._subtilis]	3.47E-23	25.397	80.9	AFU17206.1	135571	135705	-				SP(Sec/SPI)	0.690501	0.690501	0.002836	0.234192	0.072471	CS pos: 30-31. VSK-EK. Pr: 0.1434	1012	plasmid			1195464	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis MC28	Bacilli	Bacillales	Bacillaceae	Bacillus
K0FS52	Firmicutes	CP003692.1	Bacillus thuringiensis	MC28	(<= <====)	-20	AFU17287.1	Cluster 5231	True	subfam_01_Rap	22476	23708	-	3q15B00-i1	-	96.6	1.9E-72					RapA_[B._subtilis]	6.04E-13	21.271	84.6	AFU17286.1	22364	22495	-				SP(Sec/SPI)	0.959121	0.959121	0.002972	0.020956	0.016952	CS pos: 29-30. KVA-QD. Pr: 0.5419	1013	plasmid			1195464	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis MC28	Bacilli	Bacillales	Bacillaceae	Bacillus
C3FZQ2	Firmicutes	CM000754.1	Bacillus thuringiensis	BGSC 4AW1	(<= <====)	-1	EEM72865.1	Cluster 10890	True	subfam_01_Rap	1034532	1035620	-	3q15B00-i1	-	96.8	6E-78					RapA_[B._subtilis]	5.61E-12	23.056	94.4	EEM72866.1	1034338	1034532	-				SP(Sec/SPI)	0.889191	0.889191	0.002144	0.089838	0.018827	CS pos: 27-28. NNA-LN. Pr: 0.3050	665	chromosome			527032	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar andalousiensis;x__Bacillus thuringiensis serovar andalousiensis BGSC 4AW1	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A193CMT3	Firmicutes	CP016194.1	Bacillus thuringiensis	ST7	(<= <====)	-1	ANN30698.1	Cluster 10423	True	subfam_01_Rap	559521	560615	-	3q15B00-i1	-	96.6	1.1E-93					RapA_[B._subtilis]	1.29E-22	24.309	94.4	ANN30697.1	559240	559521	-				SP(Sec/SPI)	0.854432	0.854432	0.001648	0.076795	0.067125	CS pos: 29-30. FSA-LN. Pr: 0.3627	2168	chromosome			180843	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar coreanensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A193CXH4	Firmicutes	CP016194.1	Bacillus thuringiensis	ST7	(====> =>)	-1	ANN33987.1	Cluster 10425	True	subfam_01_Rap	4318246	4319340	+	3q15B00-i1	-	96.6	2.4E-89									ANN33988.1	4319340	4319558	+				SP(Sec/SPI)	0.906269	0.906269	0.000463	0.091529	0.001739	CS pos: 23-24. AEG-DT. Pr: 0.4034	2174	chromosome			180843	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar coreanensis	Bacilli	Bacillales	Bacillaceae	Bacillus
C3GX39	Firmicutes	CM000756.1	Bacillus thuringiensis	BGSC 4BD1	(<= <====)	-1	EEM85179.1	Cluster 10357	True	subfam_01_Rap	794049	795143	-	3q15B00-i1	-	96.6	6.3E-91					RapA_[B._subtilis]	1.21E-21	23.848	94.2	EEM85178.1	793765	794049	-				SP(Sec/SPI)	0.879019	0.879019	0.001429	0.067269	0.052284	CS pos: 29-30. FSA-LN. Pr: 0.3825	676	chromosome			527030	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar huazhongensis;x__Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	Bacilli	Bacillales	Bacillaceae	Bacillus
C3HBU9	Firmicutes	CM000756.1	Bacillus thuringiensis	BGSC 4BD1	(====> =>)	-1	EEM80012.1	Cluster 10891	True	subfam_01_Rap	6120430	6121518	+	3q15B00-i1	-	97.4	3.2E-93					RapA_[B._subtilis]	4.52E-24	26.582	80.9	EEM80013.1	6121518	6121652	+				SP(Sec/SPI)	0.807501	0.807501	0.004829	0.128819	0.058851	CS pos: 27-28. LQS-VS. Pr: 0.1900	681	chromosome			527030	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar huazhongensis;x__Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	Bacilli	Bacillales	Bacillaceae	Bacillus
C3ED03	Firmicutes	CM000750.1	Bacillus thuringiensis	T13001	(<= <====)	-4	EEM44568.1	Cluster 15016	True	subfam_01_Rap	5459809	5460702	-	3q15B00-i1	-	78.3	9.4E-61									smallORF6669	5459678	5459812	-	16	GAGG	7	SP(Sec/SPI)	0.896899	0.896899	0.006175	0.016321	0.080604	CS pos: 25-26. SIG-LD. Pr: 0.2896	8371	chromosome	incomplete(20)	5459809-5479003	527027	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar pakistani;x__Bacillus thuringiensis serovar pakistani str. T13001	Bacilli	Bacillales	Bacillaceae	Bacillus
C3DW77	Firmicutes	CM000749.1	Bacillus thuringiensis	T04001	(====> =>)	11	EEM37841.1	Cluster 12212	True	subfam_01_Rap	5689032	5690069	+	3q15B00-i1	-	92.3	6.9E-85					RapA_[B._subtilis]	1.08E-26	28.571	75.9	EEM37842.1	5690081	5690200	+				SP(Sec/SPI)	0.512353	0.512353	0.010976	0.14951	0.327161	CS pos: 25-26. PQS-YE. Pr: 0.0943	635	chromosome			527026	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar sotto;x__Bacillus thuringiensis serovar sotto str. T04001	Bacilli	Bacillales	Bacillaceae	Bacillus
C3DUD2	Firmicutes	CM000749.1	Bacillus thuringiensis	T04001	(====> =>)	-1	EEM38478.1	Cluster 8861	True	subfam_01_Rap	5101324	5102442	+	3q15B00-i1	-	96.6	9.6E-93					RapA_[B._subtilis]	2.3E-17	23.387	94.7	EEM38479.1	5102442	5102573	+				SP(Sec/SPI)	0.709035	0.709035	0.001801	0.233497	0.055667	CS pos: 28-29. QHA-LK. Pr: 0.3372	632	chromosome			527026	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar sotto;x__Bacillus thuringiensis serovar sotto str. T04001	Bacilli	Bacillales	Bacillaceae	Bacillus
C3DUD2	Firmicutes	CM000749.1	Bacillus thuringiensis	T04001	(====> =>)	-4	EEM38478.1	Cluster 8861	True	subfam_01_Rap	5101324	5102442	+	3q15B00-i1	-	96.6	9.6E-93					RapA_[B._subtilis]	2.3E-17	23.387	94.7	smallORF6555	5102439	5102573	+	22	AGGAG	7	SP(Sec/SPI)	0.710178	0.710178	0.002615	0.224073	0.063134	CS pos: 29-30. QHA-LK. Pr: 0.3377	8360	chromosome			527026	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar sotto;x__Bacillus thuringiensis serovar sotto str. T04001	Bacilli	Bacillales	Bacillaceae	Bacillus
C3DW77	Firmicutes	CM000749.1	Bacillus thuringiensis	T04001	(====> =>)	-4	EEM37841.1	Cluster 12212	True	subfam_01_Rap	5689032	5690069	+	3q15B00-i1	-	92.3	6.9E-85					RapA_[B._subtilis]	1.08E-26	28.571	75.9	smallORF6576	5690066	5690200	+	22	AGGAG	7	SP(Sec/SPI)	0.845916	0.845916	0.001871	0.118181	0.034033	CS pos: 25-26. NTA-KT. Pr: 0.2678	8363	chromosome			527026	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar sotto;x__Bacillus thuringiensis serovar sotto str. T04001	Bacilli	Bacillales	Bacillaceae	Bacillus
M1R499	Firmicutes	CP004129.1	Bacillus thuringiensis	IS5056	(<= <====)	258	AGG04400.1	Cluster 7148	True	subfam_01_Rap	3106	4254	-	3q15B00-i1	-	95.5	2.8E-89					RapA_[B._subtilis]	2.33E-27	25.275	90.3	smallORF13691	2689	2847	-	22	AGGAG	10	SP(Sec/SPI)	0.794747	0.794747	0.001713	0.114032	0.089507	CS pos: 29-30. NQA-IN. Pr: 0.4876	8847	plasmid			1286404	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar thuringiensis;x__Bacillus thuringiensis serovar thuringiensis str. IS5056	Bacilli	Bacillales	Bacillaceae	Bacillus
M1R499	Firmicutes	CP004129.1	Bacillus thuringiensis	IS5056	(<= <====)	1	AGG04400.1	Cluster 7148	True	subfam_01_Rap	3106	4254	-	3q15B00-i1	-	95.5	2.8E-89					RapA_[B._subtilis]	2.33E-27	25.275	90.3	AGG04399.1	2964	3104	-				SP(Sec/SPI)	0.727623	0.727623	0.004242	0.22966	0.038475	CS pos: 32-33. ISA-EK. Pr: 0.4621	1115	plasmid			1286404	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar thuringiensis;x__Bacillus thuringiensis serovar thuringiensis str. IS5056	Bacilli	Bacillales	Bacillaceae	Bacillus
M1R4G2	Firmicutes	CP004130.1	Bacillus thuringiensis	IS5056	(<= <====)	-1	AGG04440.1	Cluster 8986	False	subfam_01_Rap	15764	16879	-	3q15B00-i1	-	96.6	3.1E-85					RapA_[B._subtilis]	6.39E-21	23.324	95.2	AGG04439.1	15519	15764	-				SP(Sec/SPI)	0.887542	0.887542	0.000334	0.108815	0.003309	CS pos: 23-24. AEG-DT. Pr: 0.3626	1116	plasmid			1286404	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar thuringiensis;x__Bacillus thuringiensis serovar thuringiensis str. IS5056	Bacilli	Bacillales	Bacillaceae	Bacillus
V5MJE8	Firmicutes	CP005937.1	Bacillus thuringiensis	YBT-1518	(====> =>)	-4	AHA75321.1	Cluster 9863	True	subfam_01_Rap	5311	6411	+	3q15B00-i1	-	96	1.6E-78					RapA_[B._subtilis]	1.08E-12	23.907	87	smallORF15501	6408	6554	+	22	AGGAG	8	SP(Sec/SPI)	0.734645	0.734645	0.008362	0.144937	0.112057	CS pos: 34-35. VSA-KI. Pr: 0.2671	8895	plasmid	incomplete(10)	2190-6411	529122	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis YBT-1518	Bacilli	Bacillales	Bacillaceae	Bacillus
C2PI20	Firmicutes	CM000718.1	Bacillus wiedmannii	MM3	(<= <====)	-1	EEK66576.1	Cluster 10481	False	subfam_01_Rap	3273306	3274361	-	3q15B00-i1	-	94.7	1E-85					RapA_[B._subtilis]	2.72E-26	25.14	93.7	EEK66575.1	3273106	3273306	-				SP(Sec/SPI)	0.96088	0.96088	0.0024	0.018333	0.018386	CS pos: 26-27. ILA-EP. Pr: 0.7514	466	chromosome			1890302	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus wiedmannii	Bacilli	Bacillales	Bacillaceae	Bacillus
C2PB77	Firmicutes	CM000718.1	Bacillus wiedmannii	MM3	(====> =>)	-4	EEK68988.1	Cluster 10318	True	subfam_01_Rap	902091	903185	+	3q15B00-i1	-	97.1	1.3E-88					RapA_[B._subtilis]	8.79E-25	27.297	98.1	smallORF4834	903182	903328	+	27	AGGAGG	7	SP(Sec/SPI)	0.868636	0.868636	0.001932	0.04994	0.079492	CS pos: 31-32. QEA-SQ. Pr: 0.3589	8201	chromosome			1890302	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus wiedmannii	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5C1FMV7	Firmicutes	CP031069.1	Bacillus sp. JAS24-2	JAS24-2	(<= <====)	-4	QEL82472.1	Cluster 11435	True	subfam_01_Rap	283832	284905	-	3q15B00-i1	-	96.6	2.5E-91					RapA_[B._subtilis]	1.04E-26	25	95.2	smallORF75261	283680	283835	-	22	AGGAG	9	SP(Sec/SPI)	0.932274	0.932274	0.008105	0.030643	0.028978	CS pos: 30-31. THG-EA. Pr: 0.4724	11612	plasmid			2217832	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;x__unclassified Bacillus cereus group;s__Bacillus sp. JAS24-2	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5C1FPG1	Firmicutes	CP031070.1	Bacillus sp. JAS24-2	JAS24-2	(====> =>)	-4	QEL82836.1	Cluster 9564	True	subfam_01_Rap	156543	157652	+	3q15B00-i1	-	97.1	1.4E-88					RapA_[B._subtilis]	2.91E-23	24.457	93.8	QEL82837.1	157649	157780	+				SP(Sec/SPI)	0.711387	0.711387	0.001906	0.258833	0.027873	CS pos: 27-28. TET-QK. Pr: 0.2597	3377	plasmid			2217832	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;x__unclassified Bacillus cereus group;s__Bacillus sp. JAS24-2	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E6Y7	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(<= <====)	1	ADP35042.1	Cluster 9296	True	subfam_01_Rap	4073580	4074692	-	3q15B00-i1	-	97.4	5E-85					RapA_[B._subtilis]	1.1E-32	27.419	96.6	ADP35041.1	4073462	4073578	-				SP(Sec/SPI)	0.90923	0.90923	0.010963	0.032798	0.047009	CS pos: 28-29. GSA-FE. Pr: 0.7160	911	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E1H2	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(<= <====)	-4	ADP32317.1	Cluster 8989	True	subfam_01_Rap	1387999	1389114	-	3q15B00-i1	-	96.8	1.9E-81					RapA_[B._subtilis]	1.6E-28	26.975	96.6	ADP32316.1	1387880	1388002	-				SP(Sec/SPI)	0.680599	0.680599	0.003151	0.29473	0.02152	CS pos: 29-30. SPS-NI. Pr: 0.0474	906	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E241	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(<= <====)	-11	ADP32403.1	Cluster 7854	True	subfam_01_Rap	1494505	1495638	-	3q15B00-i1	-	99.5	2.2E-119					RapA_[B._subtilis]	5.72E-126	52.394	99.2	ADP32402.1	1494363	1494515	-				SP(Sec/SPI)	0.616692	0.616692	0.006238	0.192469	0.1846	CS pos: 34-35. HDA-AK. Pr: 0.1414	907	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E5A1	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	1	ADP32919.1	Cluster 10747	True	subfam_01_Rap	1953915	1955006	+	3q15B00-i1	-	95.8	1.1E-80					RapA_[B._subtilis]	2.71E-33	28.493	95.2	ADP32920.1	1955008	1955157	+				SP(Sec/SPI)	0.870933	0.870933	0.005114	0.095013	0.02894	CS pos: 27-28. PEA-DR. Pr: 0.4230	908	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3DYI3	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-1	ADP31153.1	Cluster 8988	True	subfam_01_Rap	209895	211010	+	3q15B00-i1	-	96.6	5.6E-81					RapA_[B._subtilis]	1.65E-27	27.331	81.2	ADP31154.1	211010	211132	+				SP(Sec/SPI)	0.885952	0.885952	0.002332	0.094974	0.016743	CS pos: 21-22. AYS-QS. Pr: 0.3872	902	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3DWJ6	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-11	ADP31161.1	Cluster 8020	True	subfam_01_Rap	214158	215288	+	3q15B00-i1	-	99.2	2.2E-123					RapA_[B._subtilis]	3.51E-131	51.064	99.5	ADP31162.1	215278	215406	+				SP(Sec/SPI)	0.886551	0.886551	0.002569	0.099928	0.010953	CS pos: 28-29. NTA-EQ. Pr: 0.3586	903	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3DWQ7	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-11	ADP31221.1	Cluster 6810	True	subfam_01_Rap	279693	280853	+	3q15B00-i1	-	98.1	8.7E-92					RapA_[B._subtilis]	2.11E-60	34.635	99.2	ADP31222.1	280843	280962	+				SP(Sec/SPI)	0.958013	0.958013	0.004327	0.034322	0.003338	CS pos: 24-25. SYA-HS. Pr: 0.4486	904	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3DXL3	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-11	ADP31725.1	Cluster 8021	True	subfam_01_Rap	770616	771746	+	3q15B00-i1	-	99.2	8.5E-119					RapA_[B._subtilis]	0	91.223	99.5	ADP31726.1	771736	771870	+				SP(Sec/SPI)	0.925032	0.925032	0.00737	0.034926	0.032672	CS pos: 28-29. GET-AD. Pr: 0.4088	905	chromosome	incomplete(50)	770616-802635	720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E4S2	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-17	ADP34257.1	Cluster 7479	True	subfam_01_Rap	3268715	3269857	+	3ulqA00-i1	-	97.7	4.4E-137					RapA_[B._subtilis]	7.97E-96	41.333	98.4	ADP34258.1	3269841	3269960	+				SP(Sec/SPI)	0.634478	0.634478	0.001382	0.347574	0.016566	CS pos: 26-27. SNS-ST. Pr: 0.2051	909	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3E6Y0	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-17	ADP35032.1	Cluster 7142	True	subfam_01_Rap	4063309	4064457	+	3ulqA00-i1	-	98.7	2.7E-127					RapA_[B._subtilis]	1.14E-105	46.702	98.7	ADP35033.1	4064441	4064560	+				SP(Sec/SPI)	0.975891	0.975891	0.003976	0.018054	0.002079	CS pos: 26-27. SNA-EA. Pr: 0.6515	910	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0H3DVB7	Firmicutes	CP002207.1	Bacillus atrophaeus	1942	(====> =>)	-44	ADP30985.1	Cluster 6500	True	subfam_01_Rap	18851	20026	+	3q15B00-i1	-	98.1	5.4E-106					RapA_[B._subtilis]	7.11E-75	36.364	95.1	smallORF7550	19983	20111	+	22	AGGAG	9	SP(Sec/SPI)	0.671781	0.671781	0.011333	0.049615	0.267271	CS pos: 27-28. GDS-AS. Pr: 0.1620	8643	chromosome			720555	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus atrophaeus;x__Bacillus atrophaeus 1942	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A8G0WHY4	Firmicutes	CP080644.1	Bacillus inaquosorum	CCSR02	(<= <====)	-1	QYX42702.1	Cluster 8158	False	subfam_01_Rap	3205474	3206604	-	3q15B00-i1	-	97.6	2.6E-113					RapA_[B._subtilis]	5.98E-68	38.71	97.1	smallORF117254	3205343	3205474	-	24	GGAGG	7	SP(Sec/SPI)	0.989059	0.989059	0.006681	0.001797	0.002463	CS pos: 26-27. AYA-AM. Pr: 0.9801	14934	chromosome			483913	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus inaquosorum	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A8G0S8P0	Firmicutes	CP080644.1	Bacillus inaquosorum	CCSR02	(<= <====)	-11	QYX42150.1	Cluster 8157	False	subfam_01_Rap	2591469	2592599	-	3q15B00-i1	-	98.9	5.4E-117					RapA_[B._subtilis]	1.57E-118	47.619	99.2	smallORF117246	2591354	2591479	-	16	GGAG	9	SP(Sec/SPI)	0.725867	0.725867	0.003698	0.062838	0.207597	CS pos: 28-29. VEQ-DI. Pr: 0.1926	14933	chromosome	incomplete(40)	2575242-2607363	483913	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus inaquosorum	Bacilli	Bacillales	Bacillaceae	Bacillus
