# 2023/03/12 - 10:28 | PDB: 10.23 | UniProt: 2023.02
PDB,CHAIN,SP_PRIMARY,SUNID,SCOP_ID
1j5p,A,Q9X1X6,83092,d1j5pa4
1j5s,A,Q9WXR9,71580,d1j5sa_
1j5s,B,Q9WXR9,71581,d1j5sb_
1j5s,C,Q9WXR9,71582,d1j5sc_
1j5t,A,Q56319,71583,d1j5ta_
1j5u,A,Q9X0H1,71584,d1j5ua_
1j5w,A,Q9WY59,71589,d1j5wa_
1j5w,B,Q9WY59,71590,d1j5wb_
1j5x,A,Q9WZS0,71591,d1j5xa_
1j5y,A,Q9X1T8,71592,d1j5ya1
1j5y,A,Q9X1T8,71593,d1j5ya2
1j6o,A,Q9WZD5,77088,d1j6oa_
1j6p,A,Q9X034,77089,d1j6pa1
1j6p,A,Q9X034,77090,d1j6pa2
1j6q,A,Q8EK44,77091,d1j6qa_
1j6r,A,Q9WYA6,71598,d1j6ra_
1j6r,B,Q9WYA6,71599,d1j6rb_
1j6t,A,P00550,77092,d1j6ta_
1j6t,B,P0AA04,77093,d1j6tb_
1j6u,A,Q9WY73,77094,d1j6ua1
1j6u,A,Q9WY73,77095,d1j6ua2
1j6u,A,Q9WY73,77096,d1j6ua3
1j6v,A,Q9RRU8,62662,d1j6va_
1j6w,A,P44007,62663,d1j6wa_
1j6w,B,P44007,62664,d1j6wb_
1j6x,A,Q9ZMW8,62665,d1j6xa_
1j6x,B,Q9ZMW8,62666,d1j6xb_
1j6y,A,Q9SL42,71600,d1j6ya_
1j6z,A,P68135,62667,d1j6za1
1j6z,A,P68135,62668,d1j6za2
1j70,A,P08536,84118,d1j70a1
1j70,A,P08536,84119,d1j70a2
1j70,A,P08536,84120,d1j70a3
1j70,B,P08536,84121,d1j70b1
1j70,B,P08536,84122,d1j70b2
1j70,B,P08536,84123,d1j70b3
1j70,C,P08536,84124,d1j70c1
1j70,C,P08536,84125,d1j70c2
1j70,C,P08536,84126,d1j70c3
1j71,A,Q00663,62669,d1j71a_
1j72,A,P40121,84127,d1j72a1
1j72,A,P40121,84128,d1j72a2
1j72,A,P40121,84129,d1j72a3
1j73,A,P01308,62670,d1j73.1
1j73,B,P01308,62670,d1j73.1
1j73,C,P01308,62671,d1j73.2
1j73,D,P01308,62671,d1j73.2
1j74,A,Q15819,62672,d1j74a_
1j75,A,Q9QY24,62673,d1j75a_
1j77,A,Q9RGD9,62674,d1j77a_
1j78,A,P02774,66397,d1j78a1
1j78,A,P02774,66398,d1j78a2
1j78,A,P02774,66399,d1j78a3
1j78,B,P02774,66400,d1j78b1
1j78,B,P02774,66401,d1j78b2
1j78,B,P02774,66402,d1j78b3
1j79,A,P05020,62675,d1j79a_
1j79,B,P05020,62676,d1j79b_
1j7a,A,P0A3C7,62677,d1j7aa_
1j7b,A,P0A3C7,62678,d1j7ba_
1j7c,A,P0A3C7,62679,d1j7ca_
1j7d,A,Q15819,62680,d1j7da_
1j7d,B,P61088,62681,d1j7db_
1j7e,A,P02774,66403,d1j7ea1
1j7e,A,P02774,66404,d1j7ea2
1j7e,A,P02774,66405,d1j7ea3
1j7e,B,P02774,66406,d1j7eb1
1j7e,B,P02774,66407,d1j7eb2
1j7e,B,P02774,66408,d1j7eb3
1j7g,A,P44814,84130,d1j7ga_
1j7h,A,P44839,77097,d1j7ha_
1j7h,B,P44839,77098,d1j7hb_
1j7h,C,P44839,77099,d1j7hc_
1j7i,A,P0A3Y5,62694,d1j7ia_
1j7j,A,O33799,84131,d1j7ja_
1j7j,B,O33799,84132,d1j7jb_
1j7k,A,Q56313,62695,d1j7ka1
1j7k,A,Q56313,62696,d1j7ka2
1j7l,A,P0A3Y5,62697,d1j7la_
1j7l,B,P0A3Y5,62698,d1j7lb_
1j7m,A,P08253,62699,d1j7ma_
1j7n,A,P15917,66409,d1j7na1
1j7n,A,P15917,66410,d1j7na2
1j7n,A,P15917,66411,d1j7na3
1j7n,B,P15917,66412,d1j7nb1
1j7n,B,P15917,66413,d1j7nb2
1j7n,B,P15917,66414,d1j7nb3
1j7o,A,P0DP23,66415,d1j7oa_
1j7p,A,P0DP23,66416,d1j7pa_
1j7q,A,P04573,62700,d1j7qa_
1j7r,A,P04573,62701,d1j7ra_
1j7s,A,P69905,66417,d1j7sa_
1j7s,B,P68871,66418,d1j7sb_
1j7s,C,P69905,66419,d1j7sc_
1j7s,D,P68871,66420,d1j7sd_
1j7u,A,P0A3Y5,62702,d1j7ua_
1j7u,B,P0A3Y5,62703,d1j7ub_
1j7v,L,P22301,62704,d1j7vl_
1j7v,R,Q13651,62705,d1j7vr1
1j7v,R,Q13651,62706,d1j7vr2
1j7w,A,P69905,66421,d1j7wa_
1j7w,B,P68871,66422,d1j7wb_
1j7w,C,P69905,66423,d1j7wc_
1j7w,D,P68871,66424,d1j7wd_
1j7x,A,Q7SZI7,66425,d1j7xa_
1j7y,A,P69905,66426,d1j7ya_
1j7y,B,P68871,66427,d1j7yb_
1j7y,C,P69905,66428,d1j7yc_
1j7y,D,P68871,66429,d1j7yd_
1j7z,A,P61823,62707,d1j7z.1
1j7z,B,P61823,62707,d1j7z.1
1j80,A,P61823,62708,d1j80.1
1j80,B,P61823,62708,d1j80.1
1j81,A,P61823,62709,d1j81.1
1j81,B,P61823,62709,d1j81.1
1j82,A,P61823,62710,d1j82.1
1j82,B,P61823,62710,d1j82.1
1j83,A,P94622,66430,d1j83a_
1j83,B,P94622,66431,d1j83b_
1j84,A,P94622,66432,d1j84a_
1j85,A,P44868,77100,d1j85a_
1j86,A,P12319,62711,d1j86a1
1j86,A,P12319,62712,d1j86a2
1j86,B,P12319,62713,d1j86b1
1j86,B,P12319,62714,d1j86b2
1j87,A,P12319,62715,d1j87a1
1j87,A,P12319,62716,d1j87a2
1j88,A,P12319,62717,d1j88a1
1j88,A,P12319,62718,d1j88a2
1j88,B,P12319,62719,d1j88b1
1j88,B,P12319,62720,d1j88b2
1j88,C,P12319,62721,d1j88c1
1j88,C,P12319,62722,d1j88c2
1j88,D,P12319,62723,d1j88d1
1j88,D,P12319,62724,d1j88d2
1j88,E,P12319,62725,d1j88e1
1j88,E,P12319,62726,d1j88e2
1j89,A,P12319,62727,d1j89a1
1j89,A,P12319,62728,d1j89a2
1j89,B,P12319,62729,d1j89b1
1j89,B,P12319,62730,d1j89b2
1j89,C,P12319,62731,d1j89c1
1j89,C,P12319,62732,d1j89c2
1j89,D,P12319,62733,d1j89d1
1j89,D,P12319,62734,d1j89d2
1j89,E,P12319,62735,d1j89e1
1j89,E,P12319,62736,d1j89e2
1j8a,A,P00760,62737,d1j8aa_
1j8b,A,P44711,77101,d1j8ba_
1j8c,A,Q9UHD9,71601,d1j8ca_
1j8d,A,P45314,66433,d1j8da_
1j8d,B,P45314,66434,d1j8db_
1j8d,C,P45314,66435,d1j8dc_
1j8d,D,P45314,66436,d1j8dd_
1j8e,A,Q07954,66437,d1j8ea_
1j8f,A,Q8IXJ6,62738,d1j8fa_
1j8f,B,Q8IXJ6,62739,d1j8fb_
1j8f,C,Q8IXJ6,62740,d1j8fc_
1j8h,A,P01903,71602,d1j8ha1
1j8h,A,P01903,71603,d1j8ha2
1j8h,B,P01911,71604,d1j8hb1
1j8h,B,P01911,71605,d1j8hb2
1j8h,D,P01848,71606,d1j8hd1
1j8h,D,P01848,71607,d1j8hd2
1j8h,E,P01850,71608,d1j8he1
1j8h,E,P01850,71609,d1j8he2
1j8i,A,P47992,66438,d1j8ia_
1j8k,A,P02751,66439,d1j8ka_
1j8m,F,P70722,62742,d1j8mf1
1j8m,F,P70722,62743,d1j8mf2
1j8n,A,P12488,84133,d1j8na_
1j8q,A,P00323,62744,d1j8qa_
1j8r,A,Q47450,62745,d1j8ra_
1j8s,A,Q47450,62746,d1j8sa_
1j8t,A,P00439,71610,d1j8ta_
1j8u,A,P00439,71611,d1j8ua_
1j8v,A,Q9XEI3,71612,d1j8va1
1j8v,A,Q9XEI3,71613,d1j8va2
1j8y,F,P70722,62747,d1j8yf1
1j8y,F,P70722,62748,d1j8yf2
1j8z,A,P12488,84134,d1j8za_
1j90,A,Q9XZT6,66448,d1j90a_
1j90,B,Q9XZT6,66449,d1j90b_
1j91,A,P28523,71614,d1j91a_
1j91,B,P28523,71615,d1j91b_
1j93,A,Q42967,66454,d1j93a_
1j95,A,P0A334,62749,d1j95a_
1j95,B,P0A334,62750,d1j95b_
1j95,C,P0A334,62751,d1j95c_
1j95,D,P0A334,62752,d1j95d_
1j96,A,P52895,71616,d1j96a_
1j96,B,P52895,71617,d1j96b_
1j97,A,Q58989,62753,d1j97a_
1j97,B,Q58989,62754,d1j97b_
1j98,A,O34667,62755,d1j98a_
1j99,A,Q06520,71618,d1j99a_
1j9a,A,P45340,84135,d1j9aa_
1j9b,A,P08692,66459,d1j9ba_
1j9c,H,P08709,103841,d1j9ch_
1j9c,L,P08709,103842,d1j9cl1
1j9c,L,P08709,103843,d1j9cl2
1j9c,T,P13726,103844,d1j9ct1
1j9c,T,P13726,103845,d1j9ct2
1j9e,A,P00323,62756,d1j9ea_
1j9g,A,P00323,62757,d1j9ga_
1j9i,A,P03707,71619,d1j9ia_
1j9i,B,P03707,71620,d1j9ib_
1j9j,A,P96112,62758,d1j9ja_
1j9j,B,P96112,62759,d1j9jb_
1j9k,A,P96112,62760,d1j9ka_
1j9k,B,P96112,62761,d1j9kb_
1j9l,A,P96112,62762,d1j9la_
1j9l,B,P96112,62763,d1j9lb_
1j9m,A,P39042,62764,d1j9ma_
1j9o,A,P47992,66460,d1j9oa_
1j9q,A,P38501,62765,d1j9qa1
1j9q,A,P38501,62766,d1j9qa2
1j9q,B,P38501,62767,d1j9qb1
1j9q,B,P38501,62768,d1j9qb2
1j9q,C,P38501,62769,d1j9qc1
1j9q,C,P38501,62770,d1j9qc2
1j9r,A,P38501,62771,d1j9ra1
1j9r,A,P38501,62772,d1j9ra2
1j9r,B,P38501,62773,d1j9rb1
1j9r,B,P38501,62774,d1j9rb2
1j9r,C,P38501,62775,d1j9rc1
1j9r,C,P38501,62776,d1j9rc2
1j9s,A,P38501,62777,d1j9sa1
1j9s,A,P38501,62778,d1j9sa2
1j9s,B,P38501,62779,d1j9sb1
1j9s,B,P38501,62780,d1j9sb2
1j9s,C,P38501,62781,d1j9sc1
1j9s,C,P38501,62782,d1j9sc2
1j9t,A,P38501,62783,d1j9ta1
1j9t,A,P38501,62784,d1j9ta2
1j9t,B,P38501,62785,d1j9tb1
1j9t,B,P38501,62786,d1j9tb2
1j9t,C,P38501,62787,d1j9tc1
1j9t,C,P38501,62788,d1j9tc2
1j9v,A,P12488,84136,d1j9va_
1j9w,A,P00915,62789,d1j9wa_
1j9w,B,P00915,62790,d1j9wb_
1j9y,A,P49424,62791,d1j9ya_
1j9z,A,P00388,62792,d1j9za1
1j9z,A,P00388,62793,d1j9za2
1j9z,A,P00388,62794,d1j9za3
1j9z,B,P00388,62795,d1j9zb1
1j9z,B,P00388,62796,d1j9zb2
1j9z,B,P00388,62797,d1j9zb3
1ja0,A,P00388,62798,d1ja0a1
1ja0,A,P00388,62799,d1ja0a2
1ja0,A,P00388,62800,d1ja0a3
1ja0,B,P00388,62801,d1ja0b1
1ja0,B,P00388,62802,d1ja0b2
1ja1,A,P00388,62803,d1ja1a1
1ja1,A,P00388,62804,d1ja1a2
1ja1,A,P00388,62805,d1ja1a3
1ja1,B,P00388,62806,d1ja1b1
1ja1,B,P00388,62807,d1ja1b2
1ja1,B,P00388,62808,d1ja1b3
1ja2,A,P00698,62809,d1ja2a_
1ja3,A,Q9JHN9,71621,d1ja3a_
1ja3,B,Q9JHN9,71622,d1ja3b_
1ja4,A,P00698,62810,d1ja4a_
1ja6,A,P00698,62811,d1ja6a_
1ja7,A,P00698,62812,d1ja7a_
1ja8,A,P04179,62813,d1ja8a1
1ja8,A,P04179,62814,d1ja8a2
1ja8,B,P04179,62815,d1ja8b1
1ja8,B,P04179,62816,d1ja8b2
1ja9,A,Q9HFV6,62817,d1ja9a_
1jaa,A,P12488,84137,d1jaaa_
1jab,A,P19614,28284,d1jaba_
1jac,A,P18670,27978,d1jac.5
1jac,B,P18671,27978,d1jac.5
1jac,C,P18670,27979,d1jac.6
1jac,D,P18671,27979,d1jac.6
1jac,E,P18670,27980,d1jac.7
1jac,F,P18671,27980,d1jac.7
1jac,G,P18670,27981,d1jac.8
1jac,H,P18671,27981,d1jac.8
1jad,A,Q91086,66461,d1jada_
1jad,B,Q91086,66462,d1jadb_
1jae,A,P56634,27773,d1jaea1
1jae,A,P56634,28760,d1jaea2
1jaf,A,P00142,16554,d1jafa_
1jaf,B,P00142,16555,d1jafb_
1jah,A,P01112,31972,d1jaha_
1jai,A,P01112,31971,d1jaia_
1jaj,A,P42494,66471,d1jaja_
1jak,A,O85361,66472,d1jaka1
1jak,A,O85361,66473,d1jaka2
1jal,A,P44681,84138,d1jala1
1jal,A,P44681,84139,d1jala2
1jal,B,P44681,84140,d1jalb1
1jal,B,P44681,84141,d1jalb2
1jam,A,P28523,71623,d1jama_
1jan,A,P22894,40358,d1jana_
1jao,A,P22894,40357,d1jaoa_
1jap,A,P22894,40349,d1japa_
1jaq,A,P22894,40356,d1jaqa_
1jar,A,P12488,84142,d1jara_
1jas,A,P63146,90882,d1jasa_
1jat,A,P52490,62818,d1jata_
1jat,B,P53152,62819,d1jatb_
1jau,A,P04624,66474,d1jaua_
1jav,A,P04624,66475,d1java_
1jaw,A,P15034,33549,d1jawa1
1jaw,A,P15034,41166,d1jawa2
1jax,A,O29370,66476,d1jaxa_
1jax,B,O29370,66477,d1jaxb_
1jay,A,O29370,66478,d1jaya_
1jay,B,O29370,66479,d1jayb_
1jaz,A,P00805,90883,d1jaza_
1jaz,B,P00805,90884,d1jazb_
1jb0,A,P0A405,62820,d1jb0a_
1jb0,B,P0A407,62821,d1jb0b_
1jb0,C,P0A415,62822,d1jb0c_
1jb0,D,P0A420,62823,d1jb0d_
1jb0,E,P0A423,62824,d1jb0e_
1jb0,F,P0A401,62825,d1jb0f_
1jb0,I,P0A427,62826,d1jb0i_
1jb0,J,P0A429,62827,d1jb0j_
1jb0,K,P0A425,62828,d1jb0k_
1jb0,L,Q8DGB4,62829,d1jb0l_
1jb0,M,P0A403,62830,d1jb0m_
1jb0,X,Q8DKP6,62831,d1jb0x_
1jb1,A,Q9RE09,62832,d1jb1a_
1jb2,A,P61972,71624,d1jb2a_
1jb2,B,P61972,71625,d1jb2b_
1jb3,A,P31696,62833,d1jb3a_
1jb4,A,P61972,71626,d1jb4a_
1jb4,B,P61972,71627,d1jb4b_
1jb5,A,P61972,71628,d1jb5a_
1jb5,B,P61972,71629,d1jb5b_
1jb6,A,P22361,62834,d1jb6a_
1jb6,B,P22361,62835,d1jb6b_
1jb7,A,P29549,62836,d1jb7a1
1jb7,A,P29549,62837,d1jb7a2
1jb7,A,P29549,62838,d1jb7a3
1jb7,B,P16458,62839,d1jb7b_
1jb9,A,Q41736,62840,d1jb9a1
1jb9,A,Q41736,62841,d1jb9a2
1jba,A,P51177,17330,d1jbaa_
1jbb,A,P52490,62842,d1jbba_
1jbb,B,P52490,62843,d1jbbb_
1jbc,A,P02866,23929,d1jbca_
1jbd,A,P60615,62844,d1jbda_
1jbe,A,P0AE67,62845,d1jbea_
1jbg,A,P71039,66480,d1jbga_
1jbh,A,P02696,71630,d1jbha_
1jbi,A,O43405,66481,d1jbia_
1jbj,A,P11942,66482,d1jbja1
1jbj,A,P11942,66483,d1jbja2
1jbj,A,P22646,66482,d1jbja1
1jbj,A,P22646,66483,d1jbja2
1jbk,A,P63284,71631,d1jbka_
1jbl,A,Q4GWU5,62847,d1jbla_
1jbm,A,O26745,84143,d1jbma_
1jbm,B,O26745,84144,d1jbmb_
1jbm,C,O26745,84145,d1jbmc_
1jbm,D,O26745,84146,d1jbmd_
1jbm,E,O26745,84147,d1jbme_
1jbm,F,O26745,84148,d1jbmf_
1jbm,G,O26745,84149,d1jbmg_
1jbn,A,Q4GWU5,62848,d1jbna_
1jbo,A,P50032,84150,d1jboa_
1jbo,B,P50033,84151,d1jbob_
1jbp,E,P05132,62849,d1jbpe_
1jbq,A,P35520,62850,d1jbqa_
1jbq,B,P35520,62851,d1jbqb_
1jbq,C,P35520,62852,d1jbqc_
1jbq,D,P35520,62853,d1jbqd_
1jbq,E,P35520,62854,d1jbqe_
1jbq,F,P35520,62855,d1jbqf_
1jbr,A,P67876,66484,d1jbra_
1jbr,B,P67876,66485,d1jbrb_
1jbs,A,P67876,66486,d1jbsa_
1jbs,B,P67876,66487,d1jbsb_
1jbt,A,P67876,66488,d1jbta_
1jbt,B,P67876,66489,d1jbtb_
1jbu,H,P08709,62856,d1jbuh_
1jbu,L,P08709,62857,d1jbul_
1jbv,A,P15925,62858,d1jbva1
1jbv,A,P15925,62859,d1jbva2
1jbw,A,P15925,62860,d1jbwa1
1jbw,A,P15925,62861,d1jbwa2
1jby,A,P42212,77102,d1jbya_
1jbz,A,P42212,77103,d1jbza_
1jc0,A,P42212,90885,d1jc0a_
1jc0,B,P42212,90886,d1jc0b_
1jc0,C,P42212,90887,d1jc0c_
1jc1,A,P42212,90888,d1jc1a_
1jc1,B,P42212,90889,d1jc1b_
1jc1,C,P42212,90890,d1jc1c_
1jc2,A,P02588,62862,d1jc2a_
1jc4,A,Q8VQN0,62863,d1jc4a_
1jc4,B,Q8VQN0,62864,d1jc4b_
1jc4,C,Q8VQN0,62865,d1jc4c_
1jc4,D,Q8VQN0,62866,d1jc4d_
1jc5,A,Q8VQN0,62867,d1jc5a_
1jc5,B,Q8VQN0,62868,d1jc5b_
1jc5,C,Q8VQN0,62869,d1jc5c_
1jc5,D,Q8VQN0,62870,d1jc5d_
1jc5,E,Q8VQN0,62871,d1jc5e_
1jc5,F,Q8VQN0,62872,d1jc5f_
1jc6,A,P25660,84152,d1jc6a_
1jc7,A,P31696,62873,d1jc7a_
1jc8,A,P12488,84153,d1jc8a_
1jc9,A,Q9U8W8,66490,d1jc9a_
1jca,A,P01308,62874,d1jca.1
1jca,B,P01308,62874,d1jca.1
1jca,C,P01308,62875,d1jca.2
1jca,D,P01308,62875,d1jca.2
1jcc,A,P69776,84154,d1jcca_
1jcc,B,P69776,84155,d1jccb_
1jcc,C,P69776,84156,d1jccc_
1jcd,A,P69776,84157,d1jcda_
1jcd,B,P69776,84158,d1jcdb_
1jcd,C,P69776,84159,d1jcdc_
1jce,A,Q9WZ57,62876,d1jcea1
1jce,A,Q9WZ57,62877,d1jcea2
1jcf,A,Q9WZ57,62878,d1jcfa1
1jcf,A,Q9WZ57,62879,d1jcfa2
1jcg,A,Q9WZ57,62880,d1jcga1
1jcg,A,Q9WZ57,62881,d1jcga2
1jch,A,P00646,66491,d1jcha1
1jch,A,P00646,66492,d1jcha2
1jch,A,P00646,66493,d1jcha3
1jch,B,P02984,66494,d1jchb_
1jch,C,P00646,66495,d1jchc1
1jch,C,P00646,66496,d1jchc2
1jch,C,P00646,66497,d1jchc3
1jch,D,P02984,66498,d1jchd_
1jci,A,P00431,71632,d1jcia_
1jcj,A,P0A6L0,66499,d1jcja_
1jcj,B,P0A6L0,66500,d1jcjb_
1jck,B,P0A0L5,25196,d1jckb1
1jck,B,P0A0L5,37785,d1jckb2
1jck,D,P0A0L5,25197,d1jckd1
1jck,D,P0A0L5,37786,d1jckd2
1jcl,A,P0A6L0,66501,d1jcla_
1jcl,B,P0A6L0,66502,d1jclb_
1jcm,P,P00909,71633,d1jcmp_
1jcn,A,P20839,84160,d1jcna1
1jcn,A,P20839,144356,d1jcna4
1jcn,B,P20839,84163,d1jcnb1
1jcn,B,P20839,144357,d1jcnb4
1jco,A,P01308,66503,d1jco.1
1jco,B,P01308,66503,d1jco.1
1jcp,A,P12488,84166,d1jcpa_
1jcq,A,P49354,66504,d1jcqa_
1jcq,B,P49356,66505,d1jcqb_
1jcr,A,Q04631,66506,d1jcra_
1jcr,B,Q02293,66507,d1jcrb_
1jcs,A,Q04631,66508,d1jcsa_
1jcs,B,Q02293,66509,d1jcsb_
1jct,A,P0AES2,62882,d1jcta1
1jct,A,P0AES2,62883,d1jcta2
1jct,B,P0AES2,62884,d1jctb1
1jct,B,P0AES2,62885,d1jctb2
1jcu,A,O27727,71634,d1jcua_
1jcv,A,P00445,22279,d1jcva_
1jcx,A,O66496,66510,d1jcxa_
1jcx,B,O66496,66511,d1jcxb_
1jcy,A,O66496,66512,d1jcya_
1jcy,B,O66496,66513,d1jcyb_
1jcz,A,O43570,62886,d1jcza_
1jcz,B,O43570,62887,d1jczb_
1jd0,A,O43570,62888,d1jd0a_
1jd0,B,O43570,62889,d1jd0b_
1jd1,A,P40037,62890,d1jd1a_
1jd1,B,P40037,62891,d1jd1b_
1jd1,C,P40037,62892,d1jd1c_
1jd1,D,P40037,62893,d1jd1d_
1jd1,E,P40037,62894,d1jd1e_
1jd1,F,P40037,62895,d1jd1f_
1jd2,1,P21242,66514,d1jd21_
1jd2,2,P21243,66515,d1jd22_
1jd2,A,P23639,66516,d1jd2a_
1jd2,B,P23638,66517,d1jd2b_
1jd2,C,P40303,66518,d1jd2c_
1jd2,D,P32379,66519,d1jd2d_
1jd2,E,P40302,66520,d1jd2e_
1jd2,F,P21242,66521,d1jd2f_
1jd2,G,P21243,66522,d1jd2g_
1jd2,H,P25043,66523,d1jd2h_
1jd2,I,P25451,66524,d1jd2i_
1jd2,J,P22141,66525,d1jd2j_
1jd2,K,P30656,66526,d1jd2k_
1jd2,L,P23724,66527,d1jd2l_
1jd2,M,P30657,66528,d1jd2m_
1jd2,N,P38624,66529,d1jd2n_
1jd2,O,P25043,66530,d1jd2o_
1jd2,P,P25451,66531,d1jd2p_
1jd2,Q,P22141,66532,d1jd2q_
1jd2,R,P30656,66533,d1jd2r_
1jd2,S,P23724,66534,d1jd2s_
1jd2,T,P30657,66535,d1jd2t_
1jd2,U,P38624,66536,d1jd2u_
1jd2,V,P23639,66537,d1jd2v_
1jd2,W,P23638,66538,d1jd2w_
1jd2,X,P40303,66539,d1jd2x_
1jd2,Y,P32379,66540,d1jd2y_
1jd2,Z,P40302,66541,d1jd2z_
1jd3,A,P26602,62896,d1jd3a_
1jd4,A,Q24306,66542,d1jd4a_
1jd4,B,Q24306,66543,d1jd4b_
1jd5,A,Q24306,66544,d1jd5a_
1jd6,A,Q24306,66545,d1jd6a_
1jd7,A,P29957,77104,d1jd7a1
1jd7,A,P29957,77105,d1jd7a2
1jd9,A,P29957,77106,d1jd9a1
1jd9,A,P29957,77107,d1jd9a2
1jda,A,P13507,27795,d1jdaa1
1jda,A,P13507,28782,d1jdaa2
1jdb,B,P00968,18574,d1jdbb1
1jdb,B,P00968,31503,d1jdbb2
1jdb,B,P00968,31705,d1jdbb3
1jdb,B,P00968,31706,d1jdbb4
1jdb,B,P00968,41550,d1jdbb5
1jdb,B,P00968,41551,d1jdbb6
1jdb,C,P0A6F1,30756,d1jdbc1
1jdb,C,P0A6F1,31433,d1jdbc2
1jdb,E,P00968,18575,d1jdbe1
1jdb,E,P00968,31504,d1jdbe2
1jdb,E,P00968,31707,d1jdbe3
1jdb,E,P00968,31708,d1jdbe4
1jdb,E,P00968,41552,d1jdbe5
1jdb,E,P00968,41553,d1jdbe6
1jdb,F,P0A6F1,30757,d1jdbf1
1jdb,F,P0A6F1,31434,d1jdbf2
1jdb,H,P00968,18576,d1jdbh1
1jdb,H,P00968,31505,d1jdbh2
1jdb,H,P00968,31709,d1jdbh3
1jdb,H,P00968,31710,d1jdbh4
1jdb,H,P00968,41554,d1jdbh5
1jdb,H,P00968,41555,d1jdbh6
1jdb,I,P0A6F1,30758,d1jdbi1
1jdb,I,P0A6F1,31435,d1jdbi2
1jdb,K,P00968,18577,d1jdbk1
1jdb,K,P00968,31506,d1jdbk2
1jdb,K,P00968,31711,d1jdbk3
1jdb,K,P00968,31712,d1jdbk4
1jdb,K,P00968,41556,d1jdbk5
1jdb,K,P00968,41557,d1jdbk6
1jdb,L,P0A6F1,30759,d1jdbl1
1jdb,L,P0A6F1,31436,d1jdbl2
1jdc,A,P13507,27789,d1jdca1
1jdc,A,P13507,28776,d1jdca2
1jdd,A,P13507,27790,d1jdda1
1jdd,A,P13507,28777,d1jdda2
1jde,A,P22983,66546,d1jdea1
1jde,A,P22983,66547,d1jdea2
1jde,A,P22983,66548,d1jdea3
1jdf,A,P0AES2,62897,d1jdfa1
1jdf,A,P0AES2,62898,d1jdfa2
1jdf,B,P0AES2,62899,d1jdfb1
1jdf,B,P0AES2,62900,d1jdfb2
1jdf,C,P0AES2,62901,d1jdfc1
1jdf,C,P0AES2,62902,d1jdfc2
1jdf,D,P0AES2,62903,d1jdfd1
1jdf,D,P0AES2,62904,d1jdfd2
1jdh,A,P35222,66549,d1jdha_
1jdh,B,Q9NQB0,66550,d1jdhb_
1jdi,A,P08203,66551,d1jdia_
1jdi,B,P08203,66552,d1jdib_
1jdi,C,P08203,66553,d1jdic_
1jdi,D,P08203,66554,d1jdid_
1jdi,E,P08203,66555,d1jdie_
1jdi,F,P08203,66556,d1jdif_
1jdj,A,P90551,71635,d1jdja1
1jdj,A,P90551,71636,d1jdja2
1jdl,A,P81154,66557,d1jdla_
1jdm,A,O00631,66558,d1jdma_
1jdn,A,P17342,62905,d1jdna_
1jdo,A,P02185,15084,d1jdoa_
1jdp,A,P17342,62906,d1jdpa_
1jdp,B,P17342,62907,d1jdpb_
1jdq,A,Q9X078,66559,d1jdqa_
1jdr,A,P00431,62908,d1jdra_
1jds,A,P50389,66560,d1jdsa_
1jds,B,P50389,66561,d1jdsb_
1jds,C,P50389,66562,d1jdsc_
1jds,D,P50389,66563,d1jdsd_
1jds,E,P50389,66564,d1jdse_
1jds,F,P50389,66565,d1jdsf_
1jdt,A,P50389,66566,d1jdta_
1jdt,B,P50389,66567,d1jdtb_
1jdt,C,P50389,66568,d1jdtc_
1jdu,A,P50389,66569,d1jdua_
1jdu,B,P50389,66570,d1jdub_
1jdu,C,P50389,66571,d1jduc_
1jdv,A,P50389,66572,d1jdva_
1jdv,B,P50389,66573,d1jdvb_
1jdv,C,P50389,66574,d1jdvc_
1jdv,D,P50389,66575,d1jdvd_
1jdv,E,P50389,66576,d1jdve_
1jdv,F,P50389,66577,d1jdvf_
1jdw,A,P50440,41129,d1jdwa_
1jdx,A,P50440,41133,d1jdxa_
1jdy,A,P00949,35426,d1jdya1
1jdy,A,P00949,35427,d1jdya2
1jdy,A,P00949,35428,d1jdya3
1jdy,A,P00949,41307,d1jdya4
1jdy,B,P00949,35429,d1jdyb1
1jdy,B,P00949,35430,d1jdyb2
1jdy,B,P00949,35431,d1jdyb3
1jdy,B,P00949,41308,d1jdyb4
1jdz,A,P50389,66578,d1jdza_
1jdz,B,P50389,66579,d1jdzb_
1jdz,C,P50389,66580,d1jdzc_
1je0,A,P50389,66581,d1je0a_
1je0,B,P50389,66582,d1je0b_
1je0,C,P50389,66583,d1je0c_
1je1,A,P50389,66584,d1je1a_
1je1,B,P50389,66585,d1je1b_
1je1,C,P50389,66586,d1je1c_
1je1,D,P50389,66587,d1je1d_
1je1,E,P50389,66588,d1je1e_
1je1,F,P50389,66589,d1je1f_
1je3,A,P0AA31,71637,d1je3a_
1je4,A,P13236,66590,d1je4a_
1je5,A,P03696,62909,d1je5a_
1je5,B,P03696,62910,d1je5b_
1je6,A,Q29980,71638,d1je6a1
1je6,A,Q29980,71639,d1je6a2
1je8,A,P0AF28,77108,d1je8a_
1je8,B,P0AF28,77109,d1je8b_
1je8,E,P0AF28,77110,d1je8e_
1je8,F,P0AF28,77111,d1je8f_
1je9,A,P59276,62911,d1je9a_
1jea,A,P29600,32509,d1jeaa_
1jeb,A,P02008,66591,d1jeba_
1jeb,B,P02088,66592,d1jebb_
